initial_conditions,termination_time,termination_reason
"(1.63664, 1.95905, 0, 0)",12.676587639077233,Large deviation
"(1.69633, 2.64533, 0, 0)",50.52949796109985,Large deviation
"(0.40122, 2.59517, 0, 0)",88.93734137202844,Large deviation
"(0.27534, 2.94354, 0, 0)",63.62356377419518,Large deviation
"(1.73982, 0.95983, 0, 0)",34.92729956848827,Large deviation
"(1.88682, 1.62005, 0, 0)",13.987827911193644,Large deviation
"(0.65506, 2.92355, 0, 0)",38.5800482784473,Large deviation
"(1.19576, 2.75824, 0, 0)",39.90831413270278,Large deviation
"(0.36558, 2.56809, 0, 0)",97.69046045459027,Large deviation
"(2.48195, 0.95718, 0, 0)",44.87339525041727,Large deviation
"(1.0873, 3.06497, 0, 0)",19.904053364862488,Large deviation
"(1.9046, 2.40272, 0, 0)",20.112405883118715,Large deviation
"(2.01322, 0.6787, 0, 0)",20.2700172751407,Large deviation
"(0.9796, 1.59009, 0, 0)",118.57595619274286,Large deviation
"(1.94649, 2.04267, 0, 0)",35.69335354242623,Large deviation
"(2.45283, 1.44451, 0, 0)",19.20190366567368,Large deviation
"(3.09032, 0.75141, 0, 0)",27.780583101852546,Large deviation
"(2.17449, 0.1957, 0, 0)",19.639246284740413,Large deviation
"(1.6004, 3.13122, 0, 0)",21.44799660123976,Large deviation
"(0.41064, 2.78535, 0, 0)",26.7880323337459,Large deviation
"(1.65575, 1.33858, 0, 0)",103.86793215976599,Large deviation
"(1.41304, 0.61142, 0, 0)",104.92501454612011,Large deviation
"(2.41684, 0.03466, 0, 0)",43.20841384025797,Large deviation
"(1.30739, 1.51219, 0, 0)",30.609962019678154,Large deviation
"(2.38852, 0.43074, 0, 0)",46.95136543323076,Large deviation
"(1.68173, 0.67608, 0, 0)",21.217394276762544,Large deviation
"(1.42747, 2.65263, 0, 0)",22.272702428225912,Large deviation
"(2.31648, 1.49546, 0, 0)",42.76157861515748,Large deviation
"(2.47213, 0.99088, 0, 0)",9.231104881035527,Large deviation
"(1.44339, 2.4662, 0, 0)",39.562929104188825,Large deviation
"(2.16184, 1.37477, 0, 0)",68.58713354460218,Large deviation
"(0.12072, 2.83297, 0, 0)",64.33182088396795,Large deviation
"(0.80007, 2.64168, 0, 0)",90.41885199264019,Large deviation
"(1.44977, 2.00183, 0, 0)",33.76740779653864,Large deviation
"(2.00016, 1.92873, 0, 0)",39.97013205075986,Large deviation
"(0.47177, 2.31672, 0, 0)",93.69102402680363,Large deviation
"(1.60919, 2.137, 0, 0)",59.183985231277994,Large deviation
"(2.2504, 0.22646, 0, 0)",24.59680221215117,Large deviation
"(2.07776, 0.58181, 0, 0)",21.164230615156594,Large deviation
"(1.09863, 2.43365, 0, 0)",70.81364285155205,Large deviation
"(0.92817, 2.41659, 0, 0)",52.03895623952367,Large deviation
"(1.96244, 1.1999, 0, 0)",12.32294303826554,Large deviation
"(1.93212, 2.43358, 0, 0)",50.62802699717619,Large deviation
"(2.02288, 1.66599, 0, 0)",33.74515375856755,Large deviation
"(0.13179, 3.0426, 0, 0)",74.59221463647039,Large deviation
"(2.50923, 0.91993, 0, 0)",30.918933926064277,Large deviation
"(1.82973, 2.35014, 0, 0)",23.613138214435857,Large deviation
"(2.91566, 0.70565, 0, 0)",18.985911928468433,Large deviation
"(1.38043, 1.92561, 0, 0)",21.59585375253924,Large deviation
"(2.96276, 0.75616, 0, 0)",31.49673250511753,Large deviation
"(0.8982, 2.56337, 0, 0)",42.670986250264164,Large deviation
"(2.88689, 0.79244, 0, 0)",27.706426898332502,Large deviation
"(2.37203, 1.44683, 0, 0)",48.09954479067479,Large deviation
"(2.56915, 0.67077, 0, 0)",18.21265926423217,Large deviation
"(1.58918, 2.64115, 0, 0)",23.051449763464156,Large deviation
"(0.41384, 2.28073, 0, 0)",115.05185897430201,Large deviation
"(2.30216, 1.70349, 0, 0)",21.033963024885733,Large deviation
"(1.85463, 1.59706, 0, 0)",15.888287096533212,Large deviation
"(0.93478, 1.77507, 0, 0)",99.82197491684617,Large deviation
"(1.74385, 2.30301, 0, 0)",6.556304242805911,Large deviation
"(2.5135, 0.641, 0, 0)",47.212797290637766,Large deviation
"(1.93518, 0.5907, 0, 0)",54.96567860254107,Large deviation
"(1.11647, 2.46235, 0, 0)",32.27456579279209,Large deviation
"(1.74115, 0.01643, 0, 0)",57.26236717555511,Large deviation
"(2.39072, 0.11093, 0, 0)",29.81497854335042,Large deviation
"(2.34279, 0.63611, 0, 0)",32.907454690740714,Large deviation
"(1.40935, 2.26845, 0, 0)",28.89434521323996,Large deviation
"(0.96008, 2.75408, 0, 0)",86.39785424098183,Large deviation
"(2.18535, 0.01011, 0, 0)",24.022762292359904,Large deviation
"(1.9465, 1.11681, 0, 0)",22.233454642081504,Large deviation
"(2.49504, 0.29214, 0, 0)",19.629871252141047,Large deviation
"(1.84789, 1.51102, 0, 0)",26.936322575619577,Large deviation
"(2.01793, 0.20374, 0, 0)",47.02815854199457,Large deviation
"(1.76137, 1.89591, 0, 0)",21.17442567095112,Large deviation
"(1.82207, 1.76396, 0, 0)",42.94010453013645,Large deviation
"(0.84767, 2.59197, 0, 0)",29.759676849629095,Large deviation
"(1.87938, 2.31115, 0, 0)",38.55506776669842,Large deviation
"(2.01868, 1.32339, 0, 0)",47.347930106782826,Large deviation
"(2.63832, 1.20585, 0, 0)",25.32776096608948,Large deviation
"(1.79659, 1.84653, 0, 0)",12.730693381231285,Large deviation
"(0.93847, 2.95523, 0, 0)",25.604895919406545,Large deviation
"(1.43944, 1.51729, 0, 0)",23.972268000238056,Large deviation
"(0.58465, 2.52158, 0, 0)",73.44012288913201,Large deviation
"(2.28689, 1.55968, 0, 0)",31.844631015793357,Large deviation
"(1.37241, 2.29182, 0, 0)",29.137267015029565,Large deviation
"(2.40493, 0.49922, 0, 0)",7.320242613825108,Large deviation
"(1.91708, 0.42523, 0, 0)",40.07476640719474,Large deviation
"(3.00529, 0.21664, 0, 0)",44.646576187237635,Large deviation
"(2.84708, 0.78397, 0, 0)",29.73822786908227,Large deviation
"(0.85436, 2.38572, 0, 0)",29.341943576677654,Large deviation
"(1.4129, 2.44011, 0, 0)",46.46794997917609,Large deviation
"(2.84766, 0.43745, 0, 0)",21.692419729484023,Large deviation
"(1.09121, 2.82691, 0, 0)",29.696459698229393,Large deviation
"(2.94311, 0.16417, 0, 0)",24.545137889769382,Large deviation
"(1.45749, 3.05364, 0, 0)",37.89855391963788,Large deviation
"(1.91174, 1.09801, 0, 0)",10.582417332990241,Large deviation
"(1.64428, 0.36056, 0, 0)",56.22788377381791,Large deviation
"(1.43979, 1.52272, 0, 0)",26.550387801209272,Large deviation
"(1.70758, 0.25675, 0, 0)",63.72784558654616,Large deviation
"(0.5208, 2.971, 0, 0)",50.32438443014789,Large deviation
"(2.04509, 1.71352, 0, 0)",38.11296646352396,Large deviation
"(0.64365, 2.75778, 0, 0)",54.61069424451254,Large deviation
"(1.45748, 2.8564, 0, 0)",18.368316312677205,Large deviation
"(1.69238, 1.56392, 0, 0)",17.672085451944614,Large deviation
"(2.58271, 1.19512, 0, 0)",13.282151367954803,Large deviation
"(0.90207, 2.49083, 0, 0)",41.89297830175322,Large deviation
"(2.50672, 1.24398, 0, 0)",25.216102663541545,Large deviation
"(1.81456, 1.9936, 0, 0)",91.96442301751094,Large deviation
"(2.4921, 0.99514, 0, 0)",10.99363807881759,Large deviation
"(0.86992, 3.08982, 0, 0)",76.50667083173848,Large deviation
"(2.05552, 0.47785, 0, 0)",6.816847175960682,Large deviation
"(1.99388, 0.52136, 0, 0)",30.552563524145476,Large deviation
"(1.38332, 1.93302, 0, 0)",107.38271007402355,Large deviation
"(1.75852, 1.65687, 0, 0)",24.309039073066767,Large deviation
"(2.23129, 0.98756, 0, 0)",30.55059578653879,Large deviation
"(0.58877, 2.69604, 0, 0)",85.60247441364994,Large deviation
"(1.48022, 2.58125, 0, 0)",24.605236540260478,Large deviation
"(1.55261, 2.60202, 0, 0)",48.53459165748957,Large deviation
"(1.41482, 2.35251, 0, 0)",21.10502833559059,Large deviation
"(2.04564, 1.9507, 0, 0)",22.21047566740455,Large deviation
"(1.10702, 2.64349, 0, 0)",38.76821244989155,Large deviation
"(1.48059, 3.07595, 0, 0)",23.54546737563285,Large deviation
"(1.99222, 0.39667, 0, 0)",29.918612702951624,Large deviation
"(2.12427, 1.02134, 0, 0)",17.15285947994505,Large deviation
"(2.15616, 0.21878, 0, 0)",20.650439405232405,Large deviation
"(0.54941, 2.68838, 0, 0)",66.34791496911872,Large deviation
"(0.71371, 2.62964, 0, 0)",60.65311007882595,Large deviation
"(0.87737, 2.01967, 0, 0)",79.02623122953052,Large deviation
"(2.18074, 1.61055, 0, 0)",40.10885186447275,Large deviation
"(0.81772, 2.85004, 0, 0)",43.32747049265178,Large deviation
"(2.10717, 1.76068, 0, 0)",22.53534303891708,Large deviation
"(1.44626, 2.71611, 0, 0)",28.183249913446865,Large deviation
"(1.71735, 1.19506, 0, 0)",84.21247076166297,Large deviation
"(3.06871, 0.34784, 0, 0)",44.26162074768631,Large deviation
"(0.87976, 2.69656, 0, 0)",14.317637861045316,Large deviation
"(0.91803, 2.86127, 0, 0)",50.6813552756705,Large deviation
"(2.2829, 0.9574, 0, 0)",16.797850268792207,Large deviation
"(2.60562, 0.88442, 0, 0)",18.609089681452836,Large deviation
"(2.74184, 0.35368, 0, 0)",18.725869325870267,Large deviation
"(2.21069, 1.69865, 0, 0)",13.470909913238902,Large deviation
"(2.33481, 0.15125, 0, 0)",12.331688099569305,Large deviation
"(2.09797, 1.86366, 0, 0)",25.711817985686345,Large deviation
"(2.80325, 0.58223, 0, 0)",33.87645318903996,Large deviation
"(2.49624, 0.10892, 0, 0)",20.757216689479424,Large deviation
"(0.19993, 2.61184, 0, 0)",97.52961491392199,Large deviation
"(1.88175, 0.36107, 0, 0)",81.76833771333942,Large deviation
"(1.62561, 1.35223, 0, 0)",26.520801519900353,Large deviation
"(1.85887, 2.20739, 0, 0)",13.014731539938701,Large deviation
"(1.90723, 1.98331, 0, 0)",42.61742277069908,Large deviation
"(1.53205, 2.04902, 0, 0)",35.77136335237919,Large deviation
"(2.33607, 1.59048, 0, 0)",9.380486396081755,Large deviation
"(1.9921, 0.22284, 0, 0)",79.79422739305852,Large deviation
"(3.05216, 1.04096, 0, 0)",20.911685039639316,Large deviation
"(1.91882, 0.88179, 0, 0)",16.267226495852743,Large deviation
"(1.51438, 0.61606, 0, 0)",100.80773078205448,Large deviation
"(1.61059, 0.92202, 0, 0)",63.11176739729122,Large deviation
"(1.59408, 2.74645, 0, 0)",33.52212673047633,Large deviation
"(1.55052, 2.20621, 0, 0)",45.31993093099167,Large deviation
"(3.11903, 0.41309, 0, 0)",26.874372063398944,Large deviation
"(1.90979, 0.97192, 0, 0)",34.23956570461571,Large deviation
"(2.57987, 0.00492, 0, 0)",14.951603095825918,Large deviation
"(1.99931, 0.16065, 0, 0)",94.66183227708223,Large deviation
"(1.89688, 2.15699, 0, 0)",47.144404882899444,Large deviation
"(2.3599, 0.22308, 0, 0)",40.20037880970949,Large deviation
"(2.1321, 1.13701, 0, 0)",18.774711937572413,Large deviation
"(1.86504, 0.03183, 0, 0)",36.94917451377573,Large deviation
"(2.27443, 0.37875, 0, 0)",36.83419821796157,Large deviation
"(2.83514, 0.20874, 0, 0)",33.49719954083269,Large deviation
"(1.67751, 0.44654, 0, 0)",57.56953311618291,Large deviation
"(1.81333, 0.13741, 0, 0)",12.903436750600259,Large deviation
"(1.07809, 2.29077, 0, 0)",23.151454771290144,Large deviation
"(2.17553, 1.35067, 0, 0)",53.05151706001228,Large deviation
"(2.11419, 0.86514, 0, 0)",48.59069348408151,Large deviation
"(0.96231, 2.47867, 0, 0)",32.61809917146025,Large deviation
"(1.40247, 2.50819, 0, 0)",18.999031656010597,Large deviation
"(1.00175, 1.82903, 0, 0)",71.76298836342816,Large deviation
"(1.16607, 1.88833, 0, 0)",102.44166501283809,Large deviation
"(2.79632, 1.08661, 0, 0)",14.689209521745957,Large deviation
"(2.02891, 2.00089, 0, 0)",52.07082409032932,Large deviation
"(2.12724, 1.90311, 0, 0)",14.657052575445974,Large deviation
"(2.16228, 0.44156, 0, 0)",10.570978922236355,Large deviation
"(1.58793, 3.02855, 0, 0)",31.814196497795432,Large deviation
"(1.52553, 0.08651, 0, 0)",111.17048258528798,Large deviation
"(2.37572, 1.44049, 0, 0)",39.99051612193511,Large deviation
"(0.90869, 2.82769, 0, 0)",32.57918889371721,Large deviation
"(0.36486, 3.00311, 0, 0)",63.68112769156124,Large deviation
"(0.98636, 2.791, 0, 0)",28.137319621932104,Large deviation
"(1.8942, 2.59718, 0, 0)",27.266481455805614,Large deviation
