initial_conditions,termination_time,termination_reason
"(1.67568, 2.73309, 0, 0)",64.43831419061597,Large deviation
"(1.51867, 2.71291, 0, 0)",43.09227822244855,Large deviation
"(1.45354, 3.08186, 0, 0)",78.64230330833361,Large deviation
"(1.84955, 1.17913, 0, 0)",108.81936074016137,Large deviation
"(2.39326, 1.21435, 0, 0)",80.3849464318528,Large deviation
"(1.40844, 1.60357, 0, 0)",114.04658095809329,Large deviation
"(2.17565, 0.42234, 0, 0)",66.33884524801151,Large deviation
"(2.52721, 0.87575, 0, 0)",96.4410802790337,Large deviation
"(2.32627, 0.44878, 0, 0)",97.83254861348844,Large deviation
"(1.27267, 2.84663, 0, 0)",79.16452990084467,Large deviation
"(1.12411, 2.03518, 0, 0)",50.893749217390685,Large deviation
"(0.38617, 2.7918, 0, 0)",117.85352696641185,Large deviation
"(1.58048, 1.41167, 0, 0)",108.04220686036173,Large deviation
"(1.84055, 1.96282, 0, 0)",77.48885335749952,Large deviation
"(0.76005, 2.24295, 0, 0)",103.59484864572764,Large deviation
"(1.73573, 1.63416, 0, 0)",114.95715166907921,Large deviation
"(1.97781, 0.17069, 0, 0)",80.96767244523805,Large deviation
"(2.35194, 0.99773, 0, 0)",72.83404443099886,Large deviation
"(0.77542, 2.32762, 0, 0)",50.00851094485255,Large deviation
"(2.22103, 0.19695, 0, 0)",86.54247419914753,Large deviation
"(1.36288, 2.85867, 0, 0)",89.22815750083019,Large deviation
